,GSM2668066,GSM2668067,GSM2668068,GSM2668069,GSM2668070,GSM2668071,GSM2668072,GSM2668073,GSM2668074,GSM2668075,GSM2668076,GSM2668077,GSM2668078,GSM2668079,GSM2668080
ENSG00000250040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250050,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250067,179,152,182,164,225,74,90,108,26,52,88,229,190,71,116
ENSG00000250072,0,6,0,0,0,0,0,0,4,0,0,0,2,0,1
ENSG00000250073,6,12,2,18,1,3,0,0,0,0,10,3,3,0,5
ENSG00000250075,1,7,0,8,0,1,1,1,0,0,1,27,2,3,2
ENSG00000250079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250111,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000250116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250120,1,0,3,2,0,4,2,4,0,0,0,40,8,0,0
ENSG00000250125,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
ENSG00000250127,6,7,13,11,3,8,9,12,2,0,0,15,6,0,1
ENSG00000250133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250138,137,206,488,236,94,53,40,55,37,13,1,59,66,2,59
ENSG00000250144,2,2,4,3,3,2,3,3,2,4,0,4,4,1,1
ENSG00000250148,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0
ENSG00000250151,113,251,214,221,111,181,205,306,132,252,17,36,98,34,44
ENSG00000250155,15,16,29,7,17,60,10,23,1,14,22,0,48,17,8
ENSG00000250156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250195,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000250197,4,6,2,2,0,1,2,0,0,0,0,4,0,0,0
ENSG00000250204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250207,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000250208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000250215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250223,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
ENSG00000250227,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0
ENSG00000250230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250241,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0
ENSG00000250250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250251,34,106,42,74,16,30,81,39,25,29,5,19,99,23,15
ENSG00000250252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250254,2,4,5,7,1,6,2,29,0,0,0,0,2,1,1
ENSG00000250263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250273,0,0,0,0,9,2,0,0,7,7,34,9,12,28,21
ENSG00000250274,2,5,4,3,3,0,1,6,3,1,0,11,1,0,0
ENSG00000250286,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSG00000250289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250303,8,19,20,44,15,14,15,26,22,22,9,24,16,2,5
ENSG00000250305,3,36,16,4,3,20,17,8,14,11,0,1,53,3,28
ENSG00000250307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250312,30,31,28,70,34,24,31,27,7,22,6,75,37,38,8
ENSG00000250317,92,124,110,139,60,216,264,59,151,37,224,126,108,101,72
ENSG00000250318,20,13,30,22,12,36,16,31,14,9,7,15,32,6,11
ENSG00000250324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250326,9,4,7,12,6,7,4,3,2,0,2,6,19,6,3
ENSG00000250327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250328,0,0,1,2,0,3,1,4,0,0,0,3,0,0,2
ENSG00000250331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250334,137,582,363,632,114,47,11,16,4,0,51,71,6,3,4
ENSG00000250337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250361,0,0,0,0,0,23,20,0,0,0,0,7,3,3,14
ENSG00000250363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250365,0,0,0,2,0,1,0,2,1,0,3,0,0,0,0
ENSG00000250366,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0
ENSG00000250372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250378,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
ENSG00000250386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250412,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
ENSG00000250416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250444,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000250447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250456,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250471,0,0,0,0,0,0,1,0,0,0,3,0,4,1,0
ENSG00000250473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250486,12,17,8,9,6,3,0,1,0,0,10,0,0,0,0
ENSG00000250490,0,4,0,2,1,0,1,0,0,0,0,0,1,0,0
ENSG00000250492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250493,2,1,4,1,2,1,2,1,10,0,0,1,1,0,2
ENSG00000250504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250506,83,84,35,98,26,56,49,49,29,0,24,59,28,30,45
ENSG00000250508,8,7,9,2,2,9,8,4,2,0,5,8,23,0,5
ENSG00000250510,36,28,37,82,25,79,46,30,84,14,4,11,51,9,35
ENSG00000250514,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
ENSG00000250526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250539,15,11,18,19,2,13,9,8,0,0,0,10,8,5,5
ENSG00000250546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250548,0,0,19,0,0,4,23,12,0,2,0,28,1,0,0
ENSG00000250556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250565,118,130,97,132,56,59,38,35,68,15,25,19,60,36,66
ENSG00000250569,6,6,5,0,1,3,2,3,0,2,0,0,0,0,1
ENSG00000250571,86,127,95,101,31,66,64,31,49,8,35,36,78,36,43
ENSG00000250579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250608,0,4,1,5,2,7,8,6,1,0,6,3,30,1,1
ENSG00000250624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250634,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250635,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1
ENSG00000250637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250641,5,3,2,5,1,0,0,2,4,2,21,44,66,2,31
ENSG00000250650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250654,6,10,9,9,3,2,11,0,0,0,0,0,4,4,2
ENSG00000250666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250673,4,7,12,5,7,0,1,10,3,4,0,0,0,0,0
ENSG00000250682,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0
ENSG00000250685,1,5,1,6,2,0,0,0,0,0,1,2,1,2,1
ENSG00000250688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250696,14,20,6,7,3,77,69,27,3,0,11,6,8,12,8
ENSG00000250708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250709,0,0,0,0,0,2,0,0,2,0,1,0,5,0,0
ENSG00000250710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250722,2,8,0,6,2,11,39,2,7,0,0,43,19,6,6
ENSG00000250730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250739,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ENSG00000250741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250742,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250746,1,1,1,1,1,2,3,0,0,8,2,2,1,4,2
ENSG00000250747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250748,0,0,1,1,0,0,1,0,4,0,1,0,0,0,0
ENSG00000250754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250771,109,131,126,117,41,69,64,110,61,28,19,236,61,16,35
ENSG00000250772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250788,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000250799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250802,5,1,8,4,2,11,10,2,7,6,14,20,19,3,6
ENSG00000250803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250859,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0
ENSG00000250863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250878,1,2,3,5,0,0,0,0,0,2,0,0,0,2,2
ENSG00000250884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250942,2,0,2,0,0,3,2,0,0,0,1,0,10,0,0
ENSG00000250947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250959,14,23,18,14,7,11,3,6,87,24,2,52,129,39,3
ENSG00000250966,0,0,4,7,1,2,0,1,3,1,4,1,3,6,0
ENSG00000250968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250988,13,18,19,22,11,30,29,16,5,21,29,17,86,33,16
ENSG00000251002,7,17,10,5,4,101,106,29,69,40,14,26,162,545,68
ENSG00000251005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000251014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251015,0,2,0,0,0,0,0,1,5,3,0,0,0,0,0
ENSG00000251017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251022,713,952,817,790,348,408,447,802,96,153,205,1383,734,330,128
ENSG00000251025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251056,1,0,11,11,2,2,0,2,4,9,0,17,27,14,0
ENSG00000251059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251072,0,0,0,0,0,1,3,1,6,1,0,0,1,0,2
ENSG00000251073,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSG00000251076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251102,5,0,3,3,0,1,1,0,0,0,1,1,2,5,1
ENSG00000251113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251136,50,92,72,112,30,80,91,51,32,41,86,240,270,24,84
ENSG00000251138,0,0,1,0,0,0,2,0,0,0,0,109,0,0,0
ENSG00000251143,11,8,16,5,7,5,5,3,0,0,1,2,6,2,2
ENSG00000251149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251158,31,37,40,43,37,22,4,22,8,0,0,12,16,0,17
ENSG00000251163,1,1,0,5,0,0,0,0,0,0,0,0,0,2,0
ENSG00000251165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000251169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000251173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251178,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000251179,0,1,2,1,0,10,3,22,13,0,0,5,3,0,7
ENSG00000251183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251192,96,108,90,130,59,74,32,111,29,10,84,43,64,49,41
ENSG00000251201,185,111,102,162,58,34,37,40,0,10,0,42,14,5,5
ENSG00000251205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251209,9,25,29,23,3,74,63,37,2,5,2,5,40,5,16
ENSG00000251210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251211,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000251212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251221,1,0,1,5,0,5,2,3,0,6,1,3,3,2,2
ENSG00000251223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251247,48,75,57,52,36,32,35,17,119,51,10,234,49,31,6
ENSG00000251249,2,1,0,1,0,0,2,0,4,3,0,0,0,0,0
ENSG00000251252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000251258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000251266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251287,17,16,15,26,2,17,15,29,35,15,6,3,17,4,16
ENSG00000251300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251301,107,59,52,139,45,151,27,20,8,5,619,243,69,232,32
ENSG00000251303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251314,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000251321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251322,2,2,7,2,1,8,0,0,0,16,0,5,18,0,12
ENSG00000251323,25,23,26,30,1,26,37,36,17,10,12,74,48,24,11
ENSG00000251324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000251336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251349,23,36,21,27,6,13,14,6,9,0,5,26,12,39,15
ENSG00000251350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000251364,22,26,20,25,16,8,10,13,2,0,0,0,5,5,9
ENSG00000251365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251369,294,382,320,380,182,87,80,47,15,0,93,431,299,96,51
ENSG00000251370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251380,0,0,0,12,0,0,0,0,0,0,0,0,10,1,16
ENSG00000251381,3,7,5,4,1,8,6,5,24,34,1,6,46,2,12
ENSG00000251383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000251394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000251407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251429,13,22,5,7,5,4,0,1,0,4,0,0,2,0,0
ENSG00000251430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251432,6,8,8,15,5,8,19,2,0,0,27,25,72,12,11
ENSG00000251433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251441,0,4,1,3,1,14,5,9,1,5,1,3,0,0,0
ENSG00000251443,0,0,0,0,0,0,0,0,0,0,15,6,2,0,2
ENSG00000251449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251450,1,3,4,5,2,0,0,0,0,0,0,0,0,0,0
ENSG00000251451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000251468,0,0,0,0,0,13,0,0,0,0,0,0,12,0,16
ENSG00000251473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251474,238,305,183,298,135,192,231,180,254,274,85,82,288,110,88
ENSG00000251476,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000251493,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251497,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000251498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251503,23,26,7,39,11,129,54,63,64,47,85,432,99,62,73
ENSG00000251504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000251533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251546,18,39,47,66,15,2,13,0,0,0,0,90,3,7,38
ENSG00000251547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
